,DIA,PAIS,ORIGEN,DESTINO,ASIENTOS_OFERTADOS,ASIENTOS_CONFIRMADOS,VIAJES_OFERTADOS,VIAJES_CONFIRMADOS,OFERTANTES,OFERTANTES_NUEVOS,CA_ORIGEN,CA_DESTINO,INTERPROVINCIAL
286325,26/06/2018,es,Algeciras,Granada,20.0,12,10,6,10,0,Andalucía,Andalucía,No
368791,26/06/2018,es,Algeciras,Sevilla,42.0,19,17,9,17,1,Andalucía,Andalucía,No
455168,26/06/2018,es,Algeciras,Jerez de la Frontera,48.0,7,18,5,15,1,Andalucía,Andalucía,Si
560396,26/06/2018,es,Algeciras,Málaga,63.0,25,29,13,26,1,Andalucía,Andalucía,No
650940,26/06/2018,es,Algeciras,Jaén,1.0,1,3,1,3,0,Andalucía,Andalucía,No
782539,26/06/2018,es,Algeciras,Almería,1.0,1,2,1,2,0,Andalucía,Andalucía,No
827976,26/06/2018,es,Algeciras,Cádiz,31.0,1,11,1,11,0,Andalucía,Andalucía,Si
937555,26/06/2018,es,Algeciras,Estepona,12.0,1,6,1,6,0,Andalucía,Andalucía,No
981076,26/06/2018,es,Algeciras,Arcos de la Frontera,3.0,2,1,1,1,0,Andalucía,Andalucía,Si
286114,27/11/2017,es,Algeciras,Granada,11.0,3,5,1,4,1,Andalucía,Andalucía,No
368580,27/11/2017,es,Algeciras,Sevilla,33.0,15,16,9,16,2,Andalucía,Andalucía,No
454961,27/11/2017,es,Algeciras,Jerez de la Frontera,42.0,5,15,3,15,3,Andalucía,Andalucía,Si
521762,27/11/2017,es,Algeciras,Marbella,12.0,1,8,1,7,1,Andalucía,Andalucía,No
560185,27/11/2017,es,Algeciras,Málaga,50.0,12,23,7,23,2,Andalucía,Andalucía,No
827782,27/11/2017,es,Algeciras,Cádiz,15.0,3,6,2,6,0,Andalucía,Andalucía,Si
870353,27/11/2017,es,Algeciras,Huelva,7.0,2,4,1,4,2,Andalucía,Andalucía,No
884597,27/11/2017,es,Algeciras,Puerto Real,9.0,1,3,1,3,0,Andalucía,Andalucía,Si
998917,27/11/2017,es,Algeciras,Almensilla,1.0,1,1,1,1,0,Andalucía,Andalucía,No
286410,21/09/2018,es,Algeciras,Granada,91.0,36,36,18,32,3,Andalucía,Andalucía,No
368878,21/09/2018,es,Algeciras,Sevilla,118.0,34,49,17,48,2,Andalucía,Andalucía,No
455255,21/09/2018,es,Algeciras,Jerez de la Frontera,72.0,15,27,9,26,0,Andalucía,Andalucía,Si
512421,21/09/2018,es,Algeciras,El Puerto de Santa María,18.0,4,7,4,7,1,Andalucía,Andalucía,No
521913,21/09/2018,es,Algeciras,Marbella,32.0,3,19,2,17,2,Andalucía,Andalucía,No
552430,21/09/2018,es,Algeciras,San Fernando,16.0,2,6,2,5,2,Andalucía,Andalucía,Si
560483,21/09/2018,es,Algeciras,Málaga,79.0,28,42,20,42,5,Andalucía,Andalucía,No
650976,21/09/2018,es,Algeciras,Jaén,15.0,1,6,1,4,0,Andalucía,Andalucía,No
671741,21/09/2018,es,Algeciras,Córdoba,10.0,3,4,2,4,2,Andalucía,Andalucía,No
782572,21/09/2018,es,Algeciras,Almería,16.0,1,8,1,7,2,Andalucía,Andalucía,No
828052,21/09/2018,es,Algeciras,Cádiz,42.0,11,16,6,14,1,Andalucía,Andalucía,Si
870455,21/09/2018,es,Algeciras,Huelva,13.0,4,6,3,6,0,Andalucía,Andalucía,No
877577,21/09/2018,es,Algeciras,Mijas,5.0,1,2,1,2,0,Andalucía,Andalucía,No
884700,21/09/2018,es,Algeciras,Puerto Real,6.0,1,3,1,3,0,Andalucía,Andalucía,Si
895912,21/09/2018,es,Algeciras,Dos Hermanas,12.0,2,5,1,4,0,Andalucía,Andalucía,No
928881,21/09/2018,es,Algeciras,Baza,3.0,1,1,1,1,0,Andalucía,Andalucía,No
937584,21/09/2018,es,Algeciras,Estepona,26.0,1,15,1,12,0,Andalucía,Andalucía,No
948780,21/09/2018,es,Algeciras,Lucena,3.0,1,2,1,2,1,Andalucía,Andalucía,No
981087,21/09/2018,es,Algeciras,Arcos de la Frontera,7.0,1,3,1,3,0,Andalucía,Andalucía,Si
995981,21/09/2018,es,Algeciras,Sanlúcar de Barrameda,1.0,1,1,1,1,0,Andalucía,Andalucía,Si
1000007,21/09/2018,es,Algeciras,Chipiona,2.0,2,1,1,1,0,Andalucía,Andalucía,Si
286476,27/11/2018,es,Algeciras,Granada,18.0,8,8,5,7,1,Andalucía,Andalucía,No
368945,27/11/2018,es,Algeciras,Sevilla,15.0,12,8,5,8,0,Andalucía,Andalucía,No
455320,27/11/2018,es,Algeciras,Jerez de la Frontera,40.0,5,16,3,14,0,Andalucía,Andalucía,Si
521948,27/11/2018,es,Algeciras,Marbella,13.0,1,7,1,7,0,Andalucía,Andalucía,No
552446,27/11/2018,es,Algeciras,San Fernando,18.0,1,6,1,6,0,Andalucía,Andalucía,Si
560550,27/11/2018,es,Algeciras,Málaga,55.0,16,24,8,23,1,Andalucía,Andalucía,No
828114,27/11/2018,es,Algeciras,Cádiz,41.0,2,14,2,14,0,Andalucía,Andalucía,Si
286659,31/05/2019,es,Algeciras,Granada,40.0,22,24,12,23,1,Andalucía,Andalucía,No
369130,31/05/2019,es,Algeciras,Sevilla,138.0,40,53,25,52,2,Andalucía,Andalucía,No
455504,31/05/2019,es,Algeciras,Jerez de la Frontera,60.0,16,24,9,24,0,Andalucía,Andalucía,Si
522066,31/05/2019,es,Algeciras,Marbella,37.0,5,21,4,21,2,Andalucía,Andalucía,No
560735,31/05/2019,es,Algeciras,Málaga,96.0,35,50,20,50,4,Andalucía,Andalucía,No
651070,31/05/2019,es,Algeciras,Jaén,5.0,1,4,1,4,0,Andalucía,Andalucía,No
671885,31/05/2019,es,Algeciras,Córdoba,9.0,2,5,1,5,0,Andalucía,Andalucía,No
690335,31/05/2019,es,Algeciras,Chiclana de la Frontera,12.0,3,4,2,4,0,Andalucía,Andalucía,Si
782668,31/05/2019,es,Algeciras,Almería,3.0,2,4,2,4,0,Andalucía,Andalucía,No
808189,31/05/2019,es,Algeciras,Torremolinos,8.0,5,5,5,5,0,Andalucía,Andalucía,No
828290,31/05/2019,es,Algeciras,Cádiz,31.0,7,15,6,15,0,Andalucía,Andalucía,Si
859394,31/05/2019,es,Algeciras,Linares,1.0,1,1,1,1,0,Andalucía,Andalucía,No
870570,31/05/2019,es,Algeciras,Huelva,17.0,1,7,1,7,0,Andalucía,Andalucía,No
884860,31/05/2019,es,Algeciras,Puerto Real,13.0,1,7,1,7,0,Andalucía,Andalucía,Si
895968,31/05/2019,es,Algeciras,Dos Hermanas,8.0,1,4,1,4,0,Andalucía,Andalucía,No
937647,31/05/2019,es,Algeciras,Estepona,20.0,1,12,2,11,1,Andalucía,Andalucía,No
967661,31/05/2019,es,Algeciras,Motril,5.0,1,3,1,3,0,Andalucía,Andalucía,No
995997,31/05/2019,es,Algeciras,Sanlúcar de Barrameda,3.0,1,1,1,1,0,Andalucía,Andalucía,Si
1000013,31/05/2019,es,Algeciras,Chipiona,5.0,1,2,1,2,0,Andalucía,Andalucía,Si
286772,21/09/2019,es,Algeciras,Granada,19.0,4,8,3,8,0,Andalucía,Andalucía,No
369243,21/09/2019,es,Algeciras,Sevilla,28.0,17,10,7,10,1,Andalucía,Andalucía,No
455617,21/09/2019,es,Algeciras,Jerez de la Frontera,38.0,6,13,4,12,0,Andalucía,Andalucía,Si
522150,21/09/2019,es,Algeciras,Marbella,29.0,6,12,3,9,0,Andalucía,Andalucía,No
560848,21/09/2019,es,Algeciras,Málaga,70.0,10,29,8,27,1,Andalucía,Andalucía,No
671944,21/09/2019,es,Algeciras,Córdoba,8.0,3,3,1,3,0,Andalucía,Andalucía,No
690385,21/09/2019,es,Algeciras,Chiclana de la Frontera,3.0,1,1,1,1,0,Andalucía,Andalucía,Si
808258,21/09/2019,es,Algeciras,Torremolinos,17.0,1,6,1,6,0,Andalucía,Andalucía,No
828398,21/09/2019,es,Algeciras,Cádiz,15.0,1,7,1,6,0,Andalucía,Andalucía,Si
870620,21/09/2019,es,Algeciras,Huelva,5.0,1,2,1,2,1,Andalucía,Andalucía,No
877690,21/09/2019,es,Algeciras,Mijas,14.0,1,5,1,5,0,Andalucía,Andalucía,No
1003476,21/09/2019,es,Algeciras,Medina-Sidonia,2.0,1,1,1,1,0,Andalucía,Andalucía,Si
286397,08/09/2018,es,Algeciras,Granada,29.0,11,11,5,10,0,Andalucía,Andalucía,No
368865,08/09/2018,es,Algeciras,Sevilla,23.0,8,9,4,8,0,Andalucía,Andalucía,No
455242,08/09/2018,es,Algeciras,Jerez de la Frontera,31.0,5,10,3,9,1,Andalucía,Andalucía,Si
512413,08/09/2018,es,Algeciras,El Puerto de Santa María,11.0,1,4,1,4,0,Andalucía,Andalucía,No
560470,08/09/2018,es,Algeciras,Málaga,32.0,10,12,5,11,1,Andalucía,Andalucía,No
650970,08/09/2018,es,Algeciras,Jaén,1.0,1,1,1,1,0,Andalucía,Andalucía,No
782569,08/09/2018,es,Algeciras,Almería,3.0,1,2,1,2,0,Andalucía,Andalucía,No
828040,08/09/2018,es,Algeciras,Cádiz,14.0,2,5,2,5,0,Andalucía,Andalucía,Si
937579,08/09/2018,es,Algeciras,Estepona,3.0,1,2,1,1,0,Andalucía,Andalucía,No
286442,24/10/2018,es,Algeciras,Granada,32.0,12,14,7,14,2,Andalucía,Andalucía,No
368911,24/10/2018,es,Algeciras,Sevilla,48.0,12,17,6,17,1,Andalucía,Andalucía,No
455287,24/10/2018,es,Algeciras,Jerez de la Frontera,45.0,4,17,4,17,1,Andalucía,Andalucía,Si
512439,24/10/2018,es,Algeciras,El Puerto de Santa María,16.0,1,6,1,6,0,Andalucía,Andalucía,No
560516,24/10/2018,es,Algeciras,Málaga,70.0,10,28,8,27,3,Andalucía,Andalucía,No
650988,24/10/2018,es,Algeciras,Jaén,2.0,1,1,1,1,1,Andalucía,Andalucía,No
671761,24/10/2018,es,Algeciras,Córdoba,5.0,1,3,1,2,0,Andalucía,Andalucía,No
778809,24/10/2018,es,Algeciras,Úbeda,3.0,1,2,1,2,1,Andalucía,Andalucía,No
828083,24/10/2018,es,Algeciras,Cádiz,15.0,2,5,2,5,1,Andalucía,Andalucía,Si
884716,24/10/2018,es,Algeciras,Puerto Real,7.0,1,3,1,3,0,Andalucía,Andalucía,Si
999628,24/10/2018,es,Algeciras,Aguilar de la Frontera,1.0,1,1,1,1,0,Andalucía,Andalucía,No
286760,09/09/2019,es,Algeciras,Granada,44.0,21,16,9,13,0,Andalucía,Andalucía,No
369231,09/09/2019,es,Algeciras,Sevilla,80.0,32,31,17,31,1,Andalucía,Andalucía,No
455605,09/09/2019,es,Algeciras,Jerez de la Frontera,64.0,10,25,6,25,1,Andalucía,Andalucía,Si
512614,09/09/2019,es,Algeciras,El Puerto de Santa María,10.0,2,4,2,4,0,Andalucía,Andalucía,No
560836,09/09/2019,es,Algeciras,Málaga,91.0,19,43,13,40,0,Andalucía,Andalucía,No
651117,09/09/2019,es,Algeciras,Jaén,17.0,1,5,1,2,0,Andalucía,Andalucía,No
808252,09/09/2019,es,Algeciras,Torremolinos,5.0,1,3,1,3,0,Andalucía,Andalucía,No
828387,09/09/2019,es,Algeciras,Cádiz,26.0,7,11,3,11,2,Andalucía,Andalucía,Si
864214,09/09/2019,es,Algeciras,Benalmádena,2.0,2,1,1,1,0,Andalucía,Andalucía,No
870615,09/09/2019,es,Algeciras,Huelva,3.0,3,2,2,2,0,Andalucía,Andalucía,No
877685,09/09/2019,es,Algeciras,Mijas,7.0,1,5,1,5,0,Andalucía,Andalucía,No
884917,09/09/2019,es,Algeciras,Puerto Real,17.0,3,8,2,7,1,Andalucía,Andalucía,Si
286805,24/10/2019,es,Algeciras,Granada,23.0,15,10,6,10,1,Andalucía,Andalucía,No
369276,24/10/2019,es,Algeciras,Sevilla,46.0,24,18,11,17,0,Andalucía,Andalucía,No
455650,24/10/2019,es,Algeciras,Jerez de la Frontera,61.0,8,21,5,19,2,Andalucía,Andalucía,Si
512650,24/10/2019,es,Algeciras,El Puerto de Santa María,10.0,2,4,1,4,1,Andalucía,Andalucía,No
522177,24/10/2019,es,Algeciras,Marbella,33.0,1,14,1,14,1,Andalucía,Andalucía,No
560881,24/10/2019,es,Algeciras,Málaga,65.0,14,30,8,29,2,Andalucía,Andalucía,No
766728,24/10/2019,es,Algeciras,Vélez-Málaga,1.0,1,1,1,1,0,Andalucía,Andalucía,No
782735,24/10/2019,es,Algeciras,Almería,1.0,1,1,1,1,0,Andalucía,Andalucía,No
808275,24/10/2019,es,Algeciras,Torremolinos,11.0,1,5,1,5,0,Andalucía,Andalucía,No
828430,24/10/2019,es,Algeciras,Cádiz,32.0,4,10,3,9,0,Andalucía,Andalucía,Si
868653,24/10/2019,es,Algeciras,Armilla,2.0,2,1,1,1,0,Andalucía,Andalucía,No
877704,24/10/2019,es,Algeciras,Mijas,3.0,1,2,1,2,0,Andalucía,Andalucía,No
896014,24/10/2019,es,Algeciras,Dos Hermanas,7.0,2,2,2,2,0,Andalucía,Andalucía,No
937683,24/10/2019,es,Algeciras,Estepona,17.0,1,7,1,7,0,Andalucía,Andalucía,No
974567,24/10/2019,es,Algeciras,Moraleda de Zafayona,1.0,1,2,1,2,0,Andalucía,Andalucía,No
286272,04/05/2018,es,Algeciras,Granada,83.0,20,33,13,33,2,Andalucía,Andalucía,No
368738,04/05/2018,es,Algeciras,Sevilla,131.0,28,56,16,50,0,Andalucía,Andalucía,No
455115,04/05/2018,es,Algeciras,Jerez de la Frontera,64.0,21,29,13,27,0,Andalucía,Andalucía,Si
512348,04/05/2018,es,Algeciras,El Puerto de Santa María,12.0,1,6,1,5,0,Andalucía,Andalucía,No
521836,04/05/2018,es,Algeciras,Marbella,39.0,3,17,2,17,1,Andalucía,Andalucía,No
552385,04/05/2018,es,Algeciras,San Fernando,17.0,4,6,2,6,0,Andalucía,Andalucía,Si
560343,04/05/2018,es,Algeciras,Málaga,135.0,44,55,26,54,2,Andalucía,Andalucía,No
671689,04/05/2018,es,Algeciras,Córdoba,8.0,5,3,2,3,0,Andalucía,Andalucía,No
690244,04/05/2018,es,Algeciras,Chiclana de la Frontera,19.0,1,8,1,8,1,Andalucía,Andalucía,Si
782521,04/05/2018,es,Algeciras,Almería,9.0,1,6,1,6,0,Andalucía,Andalucía,No
827926,04/05/2018,es,Algeciras,Cádiz,22.0,1,11,1,11,0,Andalucía,Andalucía,Si
868634,04/05/2018,es,Algeciras,Armilla,2.0,1,1,1,1,0,Andalucía,Andalucía,No
870408,04/05/2018,es,Algeciras,Huelva,33.0,2,12,2,10,0,Andalucía,Andalucía,No
884646,04/05/2018,es,Algeciras,Puerto Real,8.0,1,5,1,5,0,Andalucía,Andalucía,Si
897409,04/05/2018,es,Algeciras,Ronda,3.0,1,1,1,1,0,Andalucía,Andalucía,No
948773,04/05/2018,es,Algeciras,Lucena,4.0,1,3,1,3,0,Andalucía,Andalucía,No
983851,04/05/2018,es,Algeciras,Punta Umbría,7.0,1,2,1,2,0,Andalucía,Andalucía,No
995961,04/05/2018,es,Algeciras,Sanlúcar de Barrameda,2.0,2,2,1,2,0,Andalucía,Andalucía,Si
1002240,04/05/2018,es,Algeciras,Montellano,3.0,1,1,1,1,0,Andalucía,Andalucía,No
286275,07/05/2018,es,Algeciras,Granada,15.0,15,8,6,8,0,Andalucía,Andalucía,No
368741,07/05/2018,es,Algeciras,Sevilla,41.0,21,17,10,17,3,Andalucía,Andalucía,No
455118,07/05/2018,es,Algeciras,Jerez de la Frontera,56.0,6,21,5,20,2,Andalucía,Andalucía,Si
512349,07/05/2018,es,Algeciras,El Puerto de Santa María,11.0,1,4,1,4,0,Andalucía,Andalucía,No
560346,07/05/2018,es,Algeciras,Málaga,71.0,19,29,9,28,2,Andalucía,Andalucía,No
671690,07/05/2018,es,Algeciras,Córdoba,6.0,6,2,2,2,0,Andalucía,Andalucía,No
782522,07/05/2018,es,Algeciras,Almería,5.0,2,2,1,2,0,Andalucía,Andalucía,No
827929,07/05/2018,es,Algeciras,Cádiz,19.0,3,8,3,8,0,Andalucía,Andalucía,Si
870409,07/05/2018,es,Algeciras,Huelva,6.0,1,2,1,2,0,Andalucía,Andalucía,No
884648,07/05/2018,es,Algeciras,Puerto Real,10.0,1,4,1,4,0,Andalucía,Andalucía,Si
286632,04/05/2019,es,Algeciras,Granada,24.0,5,11,3,10,0,Andalucía,Andalucía,No
369103,04/05/2019,es,Algeciras,Sevilla,68.0,38,28,17,26,1,Andalucía,Andalucía,No
455477,04/05/2019,es,Algeciras,Jerez de la Frontera,47.0,8,18,5,17,1,Andalucía,Andalucía,Si
522050,04/05/2019,es,Algeciras,Marbella,31.0,1,14,1,14,1,Andalucía,Andalucía,No
560708,04/05/2019,es,Algeciras,Málaga,73.0,10,32,9,31,0,Andalucía,Andalucía,No
690326,04/05/2019,es,Algeciras,Chiclana de la Frontera,3.0,1,1,1,1,0,Andalucía,Andalucía,Si
828264,04/05/2019,es,Algeciras,Cádiz,26.0,3,11,2,11,0,Andalucía,Andalucía,Si
877638,04/05/2019,es,Algeciras,Mijas,4.0,1,2,1,2,0,Andalucía,Andalucía,No
286635,07/05/2019,es,Algeciras,Granada,11.0,5,6,3,6,0,Andalucía,Andalucía,No
369106,07/05/2019,es,Algeciras,Sevilla,35.0,14,13,7,13,1,Andalucía,Andalucía,No
455480,07/05/2019,es,Algeciras,Jerez de la Frontera,55.0,4,19,4,16,0,Andalucía,Andalucía,Si
512538,07/05/2019,es,Algeciras,El Puerto de Santa María,20.0,1,7,1,3,0,Andalucía,Andalucía,No
560711,07/05/2019,es,Algeciras,Málaga,69.0,12,27,7,26,2,Andalucía,Andalucía,No
651060,07/05/2019,es,Algeciras,Jaén,6.0,1,2,1,2,0,Andalucía,Andalucía,No
766710,07/05/2019,es,Algeciras,Vélez-Málaga,4.0,1,1,1,1,0,Andalucía,Andalucía,No
828267,07/05/2019,es,Algeciras,Cádiz,27.0,2,10,2,10,0,Andalucía,Andalucía,Si
884843,07/05/2019,es,Algeciras,Puerto Real,10.0,2,5,2,5,0,Andalucía,Andalucía,Si
948799,07/05/2019,es,Algeciras,Lucena,3.0,1,2,1,2,0,Andalucía,Andalucía,No
286758,07/09/2019,es,Algeciras,Granada,23.0,2,12,2,9,0,Andalucía,Andalucía,No
369229,07/09/2019,es,Algeciras,Sevilla,27.0,18,11,8,11,0,Andalucía,Andalucía,No
455603,07/09/2019,es,Algeciras,Jerez de la Frontera,40.0,8,15,7,15,0,Andalucía,Andalucía,Si
512612,07/09/2019,es,Algeciras,El Puerto de Santa María,4.0,1,1,1,1,0,Andalucía,Andalucía,No
552591,07/09/2019,es,Algeciras,San Fernando,9.0,1,4,1,4,0,Andalucía,Andalucía,Si
560834,07/09/2019,es,Algeciras,Málaga,43.0,11,19,6,18,1,Andalucía,Andalucía,No
782716,07/09/2019,es,Algeciras,Almería,3.0,2,2,2,2,0,Andalucía,Andalucía,No
828385,07/09/2019,es,Algeciras,Cádiz,9.0,1,3,1,2,0,Andalucía,Andalucía,Si
286766,15/09/2019,es,Algeciras,Granada,32.0,21,20,12,19,0,Andalucía,Andalucía,No
369237,15/09/2019,es,Algeciras,Sevilla,102.0,43,41,24,41,4,Andalucía,Andalucía,No
455611,15/09/2019,es,Algeciras,Jerez de la Frontera,58.0,6,20,4,18,1,Andalucía,Andalucía,Si
522144,15/09/2019,es,Algeciras,Marbella,41.0,3,22,2,21,0,Andalucía,Andalucía,No
552596,15/09/2019,es,Algeciras,San Fernando,4.0,2,2,2,2,1,Andalucía,Andalucía,Si
560842,15/09/2019,es,Algeciras,Málaga,101.0,12,50,9,47,1,Andalucía,Andalucía,No
651120,15/09/2019,es,Algeciras,Jaén,4.0,1,4,1,4,0,Andalucía,Andalucía,No
671939,15/09/2019,es,Algeciras,Córdoba,3.0,1,2,1,2,0,Andalucía,Andalucía,No
782720,15/09/2019,es,Algeciras,Almería,12.0,4,5,3,5,0,Andalucía,Andalucía,No
802121,15/09/2019,es,Algeciras,Huércal-Overa,4.0,1,2,1,1,0,Andalucía,Andalucía,No
808253,15/09/2019,es,Algeciras,Torremolinos,10.0,3,5,2,5,0,Andalucía,Andalucía,No
828393,15/09/2019,es,Algeciras,Cádiz,6.0,1,3,1,3,0,Andalucía,Andalucía,Si
859399,15/09/2019,es,Algeciras,Linares,2.0,1,2,1,2,0,Andalucía,Andalucía,No
870618,15/09/2019,es,Algeciras,Huelva,18.0,2,7,1,7,1,Andalucía,Andalucía,No
891819,15/09/2019,es,Algeciras,Fuengirola,5.0,1,2,1,2,0,Andalucía,Andalucía,No
286223,16/03/2018,es,Algeciras,Granada,75.0,17,32,9,29,2,Andalucía,Andalucía,No
368689,16/03/2018,es,Algeciras,Sevilla,101.0,41,40,24,40,1,Andalucía,Andalucía,No
455067,16/03/2018,es,Algeciras,Jerez de la Frontera,69.0,8,27,7,26,1,Andalucía,Andalucía,Si
512324,16/03/2018,es,Algeciras,El Puerto de Santa María,14.0,3,4,2,4,0,Andalucía,Andalucía,No
552366,16/03/2018,es,Algeciras,San Fernando,10.0,1,5,1,5,0,Andalucía,Andalucía,Si
560294,16/03/2018,es,Algeciras,Málaga,144.0,35,55,21,52,0,Andalucía,Andalucía,No
671669,16/03/2018,es,Algeciras,Córdoba,10.0,7,4,4,4,0,Andalucía,Andalucía,No
690237,16/03/2018,es,Algeciras,Chiclana de la Frontera,15.0,2,5,2,4,0,Andalucía,Andalucía,Si
766677,16/03/2018,es,Algeciras,Vélez-Málaga,1.0,1,1,1,1,0,Andalucía,Andalucía,No
782501,16/03/2018,es,Algeciras,Almería,6.0,2,3,1,3,0,Andalucía,Andalucía,No
827883,16/03/2018,es,Algeciras,Cádiz,34.0,10,13,8,13,0,Andalucía,Andalucía,Si
870389,16/03/2018,es,Algeciras,Huelva,7.0,1,4,1,4,0,Andalucía,Andalucía,No
983849,16/03/2018,es,Algeciras,Punta Umbría,4.0,1,1,1,1,0,Andalucía,Andalucía,No
1001586,16/03/2018,es,Algeciras,El Cuervo de Sevilla,3.0,2,1,1,1,0,Andalucía,Andalucía,No
286271,03/05/2018,es,Algeciras,Granada,31.0,16,13,8,12,2,Andalucía,Andalucía,No
368737,03/05/2018,es,Algeciras,Sevilla,36.0,18,16,10,16,0,Andalucía,Andalucía,No
455114,03/05/2018,es,Algeciras,Jerez de la Frontera,41.0,9,19,7,18,0,Andalucía,Andalucía,Si
521835,03/05/2018,es,Algeciras,Marbella,26.0,4,13,2,12,1,Andalucía,Andalucía,No
552384,03/05/2018,es,Algeciras,San Fernando,9.0,2,3,2,2,0,Andalucía,Andalucía,Si
560342,03/05/2018,es,Algeciras,Málaga,83.0,24,33,12,31,1,Andalucía,Andalucía,No
650916,03/05/2018,es,Algeciras,Jaén,6.0,1,3,1,3,0,Andalucía,Andalucía,No
937546,03/05/2018,es,Algeciras,Estepona,10.0,1,6,1,6,1,Andalucía,Andalucía,No
286584,16/03/2019,es,Algeciras,Granada,12.0,3,7,2,7,0,Andalucía,Andalucía,No
369054,16/03/2019,es,Algeciras,Sevilla,48.0,9,18,5,17,2,Andalucía,Andalucía,No
455428,16/03/2019,es,Algeciras,Jerez de la Frontera,33.0,1,11,1,11,0,Andalucía,Andalucía,Si
552502,16/03/2019,es,Algeciras,San Fernando,5.0,3,4,2,4,0,Andalucía,Andalucía,Si
560659,16/03/2019,es,Algeciras,Málaga,61.0,20,28,11,24,2,Andalucía,Andalucía,No
828219,16/03/2019,es,Algeciras,Cádiz,18.0,4,8,2,8,0,Andalucía,Andalucía,Si
877619,16/03/2019,es,Algeciras,Mijas,3.0,3,1,1,1,0,Andalucía,Andalucía,No
884805,16/03/2019,es,Algeciras,Puerto Real,4.0,1,3,1,3,0,Andalucía,Andalucía,Si
286631,03/05/2019,es,Algeciras,Granada,63.0,30,30,16,30,0,Andalucía,Andalucía,No
369102,03/05/2019,es,Algeciras,Sevilla,139.0,66,61,35,59,1,Andalucía,Andalucía,No
455476,03/05/2019,es,Algeciras,Jerez de la Frontera,76.0,9,31,8,29,0,Andalucía,Andalucía,Si
512537,03/05/2019,es,Algeciras,El Puerto de Santa María,17.0,2,9,1,8,0,Andalucía,Andalucía,No
522049,03/05/2019,es,Algeciras,Marbella,50.0,1,25,1,23,0,Andalucía,Andalucía,No
552527,03/05/2019,es,Algeciras,San Fernando,14.0,4,8,2,6,0,Andalucía,Andalucía,Si
560707,03/05/2019,es,Algeciras,Málaga,149.0,27,63,18,59,1,Andalucía,Andalucía,No
651059,03/05/2019,es,Algeciras,Jaén,4.0,1,3,1,3,0,Andalucía,Andalucía,No
828263,03/05/2019,es,Algeciras,Cádiz,28.0,10,15,6,14,0,Andalucía,Andalucía,Si
870553,03/05/2019,es,Algeciras,Huelva,5.0,3,4,3,4,0,Andalucía,Andalucía,No
884840,03/05/2019,es,Algeciras,Puerto Real,8.0,5,4,2,4,0,Andalucía,Andalucía,Si
891786,03/05/2019,es,Algeciras,Fuengirola,22.0,1,9,1,8,0,Andalucía,Andalucía,No
895962,03/05/2019,es,Algeciras,Dos Hermanas,9.0,3,3,2,3,0,Andalucía,Andalucía,No
937639,03/05/2019,es,Algeciras,Estepona,35.0,2,19,2,18,0,Andalucía,Andalucía,No
948798,03/05/2019,es,Algeciras,Lucena,2.0,1,3,1,2,0,Andalucía,Andalucía,No
973532,03/05/2019,es,Algeciras,Adra,3.0,1,1,1,1,0,Andalucía,Andalucía,No
979685,03/05/2019,es,Algeciras,Loja,1.0,1,1,1,1,0,Andalucía,Andalucía,No
995995,03/05/2019,es,Algeciras,Sanlúcar de Barrameda,2.0,1,1,1,1,0,Andalucía,Andalucía,Si
997338,03/05/2019,es,Algeciras,Rota,13.0,1,5,1,5,0,Andalucía,Andalucía,Si
286379,20/08/2018,es,Algeciras,Granada,19.0,6,10,4,9,2,Andalucía,Andalucía,No
368846,20/08/2018,es,Algeciras,Sevilla,55.0,16,22,11,22,4,Andalucía,Andalucía,No
455223,20/08/2018,es,Algeciras,Jerez de la Frontera,37.0,8,13,6,13,1,Andalucía,Andalucía,Si
521892,20/08/2018,es,Algeciras,Marbella,34.0,4,16,3,15,0,Andalucía,Andalucía,No
552417,20/08/2018,es,Algeciras,San Fernando,6.0,1,2,1,2,0,Andalucía,Andalucía,Si
560451,20/08/2018,es,Algeciras,Málaga,80.0,19,34,10,33,2,Andalucía,Andalucía,No
650963,20/08/2018,es,Algeciras,Jaén,8.0,3,5,3,4,2,Andalucía,Andalucía,No
782561,20/08/2018,es,Algeciras,Almería,3.0,2,1,1,1,0,Andalucía,Andalucía,No
828025,20/08/2018,es,Algeciras,Cádiz,22.0,5,8,2,8,0,Andalucía,Andalucía,Si
870446,20/08/2018,es,Algeciras,Huelva,6.0,2,2,1,2,1,Andalucía,Andalucía,No
877571,20/08/2018,es,Algeciras,Mijas,4.0,1,2,1,2,0,Andalucía,Andalucía,No
884689,20/08/2018,es,Algeciras,Puerto Real,14.0,1,6,1,6,0,Andalucía,Andalucía,Si
1003800,20/08/2018,es,Algeciras,Casares,3.0,1,1,1,1,0,Andalucía,Andalucía,No
286397,08/09/2018,es,Algeciras,Granada,29.0,11,11,5,10,0,Andalucía,Andalucía,No
368865,08/09/2018,es,Algeciras,Sevilla,23.0,8,9,4,8,0,Andalucía,Andalucía,No
455242,08/09/2018,es,Algeciras,Jerez de la Frontera,31.0,5,10,3,9,1,Andalucía,Andalucía,Si
512413,08/09/2018,es,Algeciras,El Puerto de Santa María,11.0,1,4,1,4,0,Andalucía,Andalucía,No
560470,08/09/2018,es,Algeciras,Málaga,32.0,10,12,5,11,1,Andalucía,Andalucía,No
