Municipio,Autonomía
Monterrubio de Armuña,Castilla y León
Monterrubio de la Sierra,Castilla y León
Morasverdes,Castilla y León
Morille,Castilla y León
Moríñigo,Castilla y León
Moriscos,Castilla y León
Moronta,Castilla y León
Mozárbez,Castilla y León
Narros de Matalayegua,Castilla y León
Navacarros,Castilla y León
Nava de Béjar,Castilla y León
Nava de Francia,Castilla y León
Nava de Sotrobal,Castilla y León
Navales,Castilla y León
Navalmoral de Béjar,Castilla y León
Navamorales,Castilla y León
Navarredonda de la Rinconada,Castilla y León
Navasfrías,Castilla y León
Negrilla de Palencia,Castilla y León
Olmedo de Camaces,Castilla y León
Pajares de la Laguna,Castilla y León
Palacios del Arzobispo,Castilla y León
Palaciosrubios,Castilla y León
Palencia de Negrilla,Castilla y León
Parada de Arriba,Castilla y León
Parada de Rubiales,Castilla y León
Paradinas de San Juan,Castilla y León
Pastores,Castilla y León
Pedraza de Alba,Castilla y León
Pedrosillo de Alba,Castilla y León
Pedrosillo de los Aires,Castilla y León
Pedrosillo el Ralo,Castilla y León
Pelabravo,Castilla y León
Pelarrodríguez,Castilla y León
Pelayos,Castilla y León
Peñacaballera,Castilla y León
Peñaparda,Castilla y León
Peñaranda de Bracamonte,Castilla y León
Peñarandilla,Castilla y León
Peralejos de Abajo,Castilla y León
Peralejos de Arriba,Castilla y León
Pereña de la Ribera,Castilla y León
Peromingo,Castilla y León
Pinedas,Castilla y León
Pitiegua,Castilla y León
Pizarral,Castilla y León
Poveda de las Cintas,Castilla y León
Pozos de Hinojo,Castilla y León
Puebla de Azaba,Castilla y León
Puebla de San Medel,Castilla y León
Puebla de Yeltes,Castilla y León
Puente del Congosto,Castilla y León
Puertas,Castilla y León
Puerto de Béjar,Castilla y León
Puerto Seguro,Castilla y León
Rágama,Castilla y León
Retortillo,Castilla y León
Robleda,Castilla y León
Robliza de Cojos,Castilla y León
Rollán,Castilla y León
Saelices el Chico,Castilla y León
Salamanca,Castilla y León
Saldeana,Castilla y León
Salmoral,Castilla y León
Salvatierra de Tormes,Castilla y León
San Cristóbal de la Cuesta,Castilla y León
Sancti-Spíritus,Castilla y León
Sanchón de la Ribera,Castilla y León
Sanchón de la Sagrada,Castilla y León
Sanchotello,Castilla y León
Sando,Castilla y León
San Esteban de la Sierra,Castilla y León
San Felices de los Gallegos,Castilla y León
San Martín del Castañar,Castilla y León
San Miguel de Valero,Castilla y León
San Morales,Castilla y León
San Muñoz,Castilla y León
San Pedro del Valle,Castilla y León
San Pedro de Rozados,Castilla y León
San Pelayo de Guareña,Castilla y León
Santa María de Sando,Castilla y León
Santa Marta de Tormes,Castilla y León
Santiago de la Puebla,Castilla y León
Santibáñez de Béjar,Castilla y León
Santibáñez de la Sierra,Castilla y León
Santiz,Castilla y León
Sardón de los Frailes,Castilla y León
Saucelle,Castilla y León
Sepulcro-Hilario,Castilla y León
Sequeros,Castilla y León
Serradilla del Arroyo,Castilla y León
Serradilla del Llano,Castilla y León
Sieteiglesias de Tormes,Castilla y León
Sobradillo,Castilla y León
Sorihuela,Castilla y León
Sotoserrano,Castilla y León
Tabera de Abajo,Castilla y León
Tamames,Castilla y León
Tarazona de Guareña,Castilla y León
Tardáguila,Castilla y León
Tejeda y Segoyuela,Castilla y León
Tenebrón,Castilla y León
Terradillos,Castilla y León
Topas,Castilla y León
Tordillos,Castilla y León
Torresmenudas,Castilla y León
Trabanca,Castilla y León
Tremedal de Tormes,Castilla y León
Valdecarros,Castilla y León
Valdefuentes de Sangusín,Castilla y León
Valdehijaderos,Castilla y León
Valdelacasa,Castilla y León
Valdelageve,Castilla y León
Valdelosa,Castilla y León
Valdemierque,Castilla y León
Valderrodrigo,Castilla y León
Valdunciel,Castilla y León
Valero,Castilla y León
Valsalabroso,Castilla y León
Valverde de Valdelacasa,Castilla y León
Valverdón,Castilla y León
Vallejera de Riofrío,Castilla y León
Vecinos,Castilla y León
Vega de Tirados,Castilla y León
Ventosa del Río Almar,Castilla y León
Vilvestre,Castilla y León
Villaflores,Castilla y León
Villagonzalo de Tormes,Castilla y León
Villalba de los Llanos,Castilla y León
Villamayor,Castilla y León
Villanueva del Conde,Castilla y León
Villar de Argañán,Castilla y León
Villar de Ciervo,Castilla y León
Villar de Gallimazo,Castilla y León
Villar de la Yegua,Castilla y León
Villar de Peralonso,Castilla y León
Villar de Samaniego,Castilla y León
Villares de la Reina,Castilla y León
Villares de Yeltes,Castilla y León
Villarino de los Aires,Castilla y León
Villarmayor,Castilla y León
Villarmuerto,Castilla y León
Villasbuenas,Castilla y León
Villasdardo,Castilla y León
Villaseco de los Gamitos,Castilla y León
Villaseco de los Reyes,Castilla y León
Villasrubias,Castilla y León
Villaverde de Guareña,Castilla y León
Villavieja de Yeltes,Castilla y León
Villoria,Castilla y León
Villoruela,Castilla y León
Vitigudino,Castilla y León
Yecla de Yeltes,Castilla y León
Zamarra,Castilla y León
Zamayón,Castilla y León
Zarapicos,Castilla y León
Zorita de la Frontera,Castilla y León
Adeje,Canarias
Agulo,Canarias
Alajeró,Canarias
Arafo,Canarias
Arico,Canarias
Arona,Canarias
Barlovento,Canarias
Breña Alta,Canarias
Breña Baja,Canarias
Buenavista del Norte,Canarias
Candelaria,Canarias
Fasnia,Canarias
Frontera,Canarias
Fuencaliente de la Palma,Canarias
Garachico,Canarias
Garafía,Canarias
Granadilla de Abona,Canarias
Guía de Isora,Canarias
Güímar,Canarias
Hermigua,Canarias
Icod de los Vinos,Canarias
San Cristóbal de La Laguna,Canarias
Puerto de la Cruz,Canarias
Puntagorda,Canarias
Puntallana,Canarias
San Andrés y Sauces,Canarias
San Juan de la Rambla,Canarias
San Miguel de Abona,Canarias
San Sebastián de la Gomera,Canarias
Santa Cruz de la Palma,Canarias
Santa Cruz de Tenerife,Canarias
Santa Úrsula,Canarias
Santiago del Teide,Canarias
Tacoronte,Canarias
Tazacorte,Canarias
Tegueste,Canarias
Tijarafe,Canarias
Valverde,Canarias
Valle Gran Rey,Canarias
Vallehermoso,Canarias
Vilaflor,Canarias
Villa de Mazo,Canarias
Alfoz de Lloredo,Cantabria
Ampuero,Cantabria
Anievas,Cantabria
Arenas de Iguña,Cantabria
Argoños,Cantabria
Arnuero,Cantabria
Arredondo,Cantabria
Bárcena de Cicero,Cantabria
Bárcena de Pie de Concha,Cantabria
Bareyo,Cantabria
Cabezón de la Sal,Cantabria
Cabezón de Liébana,Cantabria
Cabuérniga,Cantabria
Camaleño,Cantabria
Camargo,Cantabria
Campoo de Yuso,Cantabria
Cartes,Cantabria
Castañeda,Cantabria
Castro-Urdiales,Cantabria
Cieza,Cantabria
Cillorigo de Liébana,Cantabria
Colindres,Cantabria
Comillas,Cantabria
Corvera de Toranzo,Cantabria
Campoo de Enmedio,Cantabria
Entrambasaguas,Cantabria
Escalante,Cantabria
Guriezo,Cantabria
Hazas de Cesto,Cantabria
Hermandad de Campoo de Suso,Cantabria
Herrerías,Cantabria
Lamasón,Cantabria
Laredo,Cantabria
Liendo,Cantabria
Liérganes,Cantabria
Limpias,Cantabria
Luena,Cantabria
Marina de Cudeyo,Cantabria
Mazcuerras,Cantabria
Medio Cudeyo,Cantabria
Meruelo,Cantabria
Miengo,Cantabria
Miera,Cantabria
Molledo,Cantabria
Noja,Cantabria
Penagos,Cantabria
Peñarrubia,Cantabria
Pesaguero,Cantabria
Pesquera,Cantabria
Piélagos,Cantabria
Polaciones,Cantabria
Polanco,Cantabria
Potes,Cantabria
Puente Viesgo,Cantabria
Ramales de la Victoria,Cantabria
Rasines,Cantabria
Reinosa,Cantabria
Reocín,Cantabria
Ribamontán al Mar,Cantabria
Ribamontán al Monte,Cantabria
Rionansa,Cantabria
Riotuerto,Cantabria
Ruente,Cantabria
Ruesga,Cantabria
Ruiloba,Cantabria
San Felices de Buelna,Cantabria
San Miguel de Aguayo,Cantabria
San Pedro del Romeral,Cantabria
San Roque de Riomiera,Cantabria
Santa Cruz de Bezana,Cantabria
Santa María de Cayón,Cantabria
Santander,Cantabria
Santillana del Mar,Cantabria
Santiurde de Reinosa,Cantabria
Santiurde de Toranzo,Cantabria
Santoña,Cantabria
San Vicente de la Barquera,Cantabria
Saro,Cantabria
Selaya,Cantabria
Soba,Cantabria
Solórzano,Cantabria
Suances,Cantabria
Torrelavega,Cantabria
Tresviso,Cantabria
Tudanca,Cantabria
Udías,Cantabria
Valdáliga,Cantabria
Valdeolea,Cantabria
Valdeprado del Río,Cantabria
Valderredible,Cantabria
Val de San Vicente,Cantabria
Vega de Liébana,Cantabria
Vega de Pas,Cantabria
Villacarriedo,Cantabria
Villaescusa,Cantabria
Villafufre,Cantabria
Valle de Villaverde,Cantabria
Voto,Cantabria
Abades,Castilla y León
Adrada de Pirón,Castilla y León
Adrados,Castilla y León
Aguilafuente,Castilla y León
Alconada de Maderuelo,Castilla y León
Aldealcorvo,Castilla y León
Aldealengua de Pedraza,Castilla y León
Aldealengua de Santa María,Castilla y León
Aldeanueva de la Serrezuela,Castilla y León
Aldeanueva del Codonal,Castilla y León
Aldea Real,Castilla y León
Aldeasoña,Castilla y León
Aldehorno,Castilla y León
Aldehuela del Codonal,Castilla y León
Aldeonte,Castilla y León
Anaya,Castilla y León
Añe,Castilla y León
Arahuetes,Castilla y León
Arcones,Castilla y León
Arevalillo de Cega,Castilla y León
Armuña,Castilla y León
Ayllón,Castilla y León
Barbolla,Castilla y León
Basardilla,Castilla y León
Bercial,Castilla y León
Bercimuel,Castilla y León
Bernardos,Castilla y León
Bernuy de Porreros,Castilla y León
Boceguillas,Castilla y León
Brieva,Castilla y León
Caballar,Castilla y León
Cabañas de Polendos,Castilla y León
Cabezuela,Castilla y León
Calabazas de Fuentidueña,Castilla y León
Campo de San Pedro,Castilla y León
Cantalejo,Castilla y León
Cantimpalos,Castilla y León
Carbonero el Mayor,Castilla y León
Carrascal del Río,Castilla y León
Casla,Castilla y León
Castillejo de Mesleón,Castilla y León
Castro de Fuentidueña,Castilla y León
Castrojimeno,Castilla y León
Castroserna de Abajo,Castilla y León
Castroserracín,Castilla y León
Cedillo de la Torre,Castilla y León
Cerezo de Abajo,Castilla y León
Cerezo de Arriba,Castilla y León
Cilleruelo de San Mamés,Castilla y León
Cobos de Fuentidueña,Castilla y León
Coca,Castilla y León
Codorniz,Castilla y León
Collado Hermoso,Castilla y León
Condado de Castilnovo,Castilla y León
Corral de Ayllón,Castilla y León
Cubillo,Castilla y León
Cuéllar,Castilla y León
Chañe,Castilla y León
Domingo García,Castilla y León
Donhierro,Castilla y León
Duruelo,Castilla y León
Encinas,Castilla y León
Encinillas,Castilla y León
Escalona del Prado,Castilla y León
Escarabajosa de Cabezas,Castilla y León
Escobar de Polendos,Castilla y León
Espirdo,Castilla y León
Fresneda de Cuéllar,Castilla y León
Fresno de Cantespino,Castilla y León
Fresno de la Fuente,Castilla y León
Frumales,Castilla y León
Fuente de Santa Cruz,Castilla y León
Fuente el Olmo de Fuentidueña,Castilla y León
Fuente el Olmo de Íscar,Castilla y León
Fuentepelayo,Castilla y León
Fuentepiñel,Castilla y León
Fuenterrebollo,Castilla y León
Fuentesaúco de Fuentidueña,Castilla y León
Fuentesoto,Castilla y León
Fuentidueña,Castilla y León
Gallegos,Castilla y León
Garcillán,Castilla y León
Gomezserracín,Castilla y León
Grajera,Castilla y León
Honrubia de la Cuesta,Castilla y León
Hontalbilla,Castilla y León
Hontanares de Eresma,Castilla y León
Ituero y Lama,Castilla y León
Juarros de Riomoros,Castilla y León
Juarros de Voltoya,Castilla y León
Labajos,Castilla y León
Laguna de Contreras,Castilla y León
Languilla,Castilla y León
Lastras de Cuéllar,Castilla y León
Lastras del Pozo,Castilla y León
Maderuelo,Castilla y León
Marazuela,Castilla y León
Martín Miguel,Castilla y León
Martín Muñoz de la Dehesa,Castilla y León
Martín Muñoz de las Posadas,Castilla y León
Marugán,Castilla y León
Matabuena,Castilla y León
Mata de Cuéllar,Castilla y León
Melque de Cercos,Castilla y León
Membibre de la Hoz,Castilla y León
Migueláñez,Castilla y León
Montejo de Arévalo,Castilla y León
Montejo de la Vega de la Serrezuela,Castilla y León
Monterrubio,Castilla y León
Moral de Hornuez,Castilla y León
Mozoncillo,Castilla y León
Muñopedro,Castilla y León
Muñoveros,Castilla y León
Nava de la Asunción,Castilla y León
Navafría,Castilla y León
Navalilla,Castilla y León
Navalmanzano,Castilla y León
Navares de Ayuso,Castilla y León
Navares de Enmedio,Castilla y León
Navares de las Cuevas,Castilla y León
Navas de Oro,Castilla y León
Navas de San Antonio,Castilla y León
Nieva,Castilla y León
Olombrada,Castilla y León
Orejana,Castilla y León
Ortigosa de Pestaño,Castilla y León
Otero de Herreros,Castilla y León
Pajarejos,Castilla y León
Palazuelos de Eresma,Castilla y León
Pedraza,Castilla y León
Pelayos del Arroyo,Castilla y León
Perosillo,Castilla y León
Pinarejos,Castilla y León
Pinarnegrillo,Castilla y León
Pradales,Castilla y León
Prádena,Castilla y León
Puebla de Pedraza,Castilla y León
Rapariegos,Castilla y León
Rebollo,Castilla y León
Remondo,Castilla y León
Riaguas de San Bartolomé,Castilla y León
Riaza,Castilla y León
Ribota,Castilla y León
Riofrío de Riaza,Castilla y León
Roda de Eresma,Castilla y León
Sacramenia,Castilla y León
Samboal,Castilla y León
San Cristóbal de Cuéllar,Castilla y León
San Cristóbal de la Vega,Castilla y León
Sanchonuño,Castilla y León
Sangarcía,Castilla y León
Real Sitio de San Ildefonso,Castilla y León
San Martín y Mudrián,Castilla y León
San Miguel de Bernuy,Castilla y León
San Pedro de Gaíllos,Castilla y León
Santa María la Real de Nieva,Castilla y León
Santa Marta del Cerro,Castilla y León
Santiuste de Pedraza,Castilla y León
Santiuste de San Juan Bautista,Castilla y León
Santo Domingo de Pirón,Castilla y León
Santo Tomé del Puerto,Castilla y León
Sauquillo de Cabezas,Castilla y León
Sebúlcor,Castilla y León
Segovia,Castilla y León
Sepúlveda,Castilla y León
Sequera de Fresno,Castilla y León
Sotillo,Castilla y León
Sotosalbos,Castilla y León
Tabanera la Luenga,Castilla y León
Tolocirio,Castilla y León
Torreadrada,Castilla y León
Torrecaballeros,Castilla y León
Torrecilla del Pinar,Castilla y León
Torreiglesias,Castilla y León
Torre Val de San Pedro,Castilla y León
Trescasas,Castilla y León
Turégano,Castilla y León
Urueñas,Castilla y León
Valdeprados,Castilla y León
Valdevacas de Montejo,Castilla y León
Valdevacas y Guijar,Castilla y León
Valseca,Castilla y León
Valtiendas,Castilla y León
Valverde del Majano,Castilla y León
Valle de Tabladillo,Castilla y León
Vallelado,Castilla y León
Valleruela de Pedraza,Castilla y León
Valleruela de Sepúlveda,Castilla y León
Veganzones,Castilla y León
Vegas de Matute,Castilla y León
Ventosilla y Tejadilla,Castilla y León
Villacastín,Castilla y León
Villaverde de Íscar,Castilla y León
Villaverde de Montejo,Castilla y León
Villeguillo,Castilla y León
Yanguas de Eresma,Castilla y León
Zarzuela del Monte,Castilla y León
Zarzuela del Pinar,Castilla y León
Ortigosa del Monte,Castilla y León
Cozuelos de Fuentidueña,Castilla y León
Marazoleja,Castilla y León
Navas de Riofrío,Castilla y León
Cuevas de Provanco,Castilla y León
San Cristóbal de Segovia,Castilla y León
Aguadulce,Andalucía
Alanís,Andalucía
Albaida del Aljarafe,Andalucía
Alcalá de Guadaíra,Andalucía
Alcalá del Río,Andalucía
Alcolea del Río,Andalucía
Algámitas,Andalucía
Almadén de la Plata,Andalucía
Almensilla,Andalucía
Arahal,Andalucía
Aznalcázar,Andalucía
Aznalcóllar,Andalucía
Badolatosa,Andalucía
Benacazón,Andalucía
Bollullos de la Mitación,Andalucía
Bormujos,Andalucía
Brenes,Andalucía
Burguillos,Andalucía
Camas,Andalucía
Cantillana,Andalucía
Carmona,Andalucía
Carrión de los Céspedes,Andalucía
Casariche,Andalucía
Castilblanco de los Arroyos,Andalucía
Castilleja de Guzmán,Andalucía
Castilleja de la Cuesta,Andalucía
Castilleja del Campo,Andalucía
Cazalla de la Sierra,Andalucía
Constantina,Andalucía
Coria del Río,Andalucía
Coripe,Andalucía
Dos Hermanas,Andalucía
Écija,Andalucía
Espartinas,Andalucía
Estepa,Andalucía
Fuentes de Andalucía,Andalucía
Gelves,Andalucía
Gerena,Andalucía
Gilena,Andalucía
Gines,Andalucía
Guadalcanal,Andalucía
Guillena,Andalucía
Herrera,Andalucía
Huévar del Aljarafe,Andalucía
Lebrija,Andalucía
Lora de Estepa,Andalucía
Lora del Río,Andalucía
Mairena del Alcor,Andalucía
Mairena del Aljarafe,Andalucía
Marchena,Andalucía
Marinaleda,Andalucía
Martín de la Jara,Andalucía
Montellano,Andalucía
Morón de la Frontera,Andalucía
Olivares,Andalucía
Osuna,Andalucía
Palomares del Río,Andalucía
Paradas,Andalucía
Pedrera,Andalucía
Peñaflor,Andalucía
Pilas,Andalucía
Pruna,Andalucía
Salteras,Andalucía
San Juan de Aznalfarache,Andalucía
Sanlúcar la Mayor,Andalucía
San Nicolás del Puerto,Andalucía
Santiponce,Andalucía
Sevilla,Andalucía
Tocina,Andalucía
Tomares,Andalucía
Umbrete,Andalucía
Utrera,Andalucía
Valencina de la Concepción,Andalucía
Villamanrique de la Condesa,Andalucía
Villanueva del Ariscal,Andalucía
Villanueva del Río y Minas,Andalucía
Villanueva de San Juan,Andalucía
Villaverde del Río,Andalucía
Cañada Rosal,Andalucía
Isla Mayor,Andalucía
Abejar,Castilla y León
Adradas,Castilla y León
Ágreda,Castilla y León
Alconaba,Castilla y León
Alcubilla de Avellaneda,Castilla y León
Alcubilla de las Peñas,Castilla y León
Aldealafuente,Castilla y León
Aldealices,Castilla y León
Aldealpozo,Castilla y León
Aldealseñor,Castilla y León
Aldehuela de Periáñez,Castilla y León
Alentisque,Castilla y León
Aliud,Castilla y León
Almajano,Castilla y León
Almaluez,Castilla y León
Almarza,Castilla y León
Almazán,Castilla y León
Almazul,Castilla y León
Almenar de Soria,Castilla y León
Alpanseque,Castilla y León
Arancón,Castilla y León
Arcos de Jalón,Castilla y León
Arenillas,Castilla y León
Arévalo de la Sierra,Castilla y León
Ausejo de la Sierra,Castilla y León
Baraona,Castilla y León
Barca,Castilla y León
Barcones,Castilla y León
Bayubas de Abajo,Castilla y León
Bayubas de Arriba,Castilla y León
Beratón,Castilla y León
Berlanga de Duero,Castilla y León
Blacos,Castilla y León
Bliecos,Castilla y León
Borjabad,Castilla y León
Borobia,Castilla y León
Buberos,Castilla y León
Buitrago,Castilla y León
Burgo de Osma-Ciudad de Osma,Castilla y León
Cabrejas del Campo,Castilla y León
Cabrejas del Pinar,Castilla y León
Calatañazor,Castilla y León
Caltojar,Castilla y León
Candilichera,Castilla y León
Cañamaque,Castilla y León
Carabantes,Castilla y León
Caracena,Castilla y León
Carrascosa de Abajo,Castilla y León
Carrascosa de la Sierra,Castilla y León
Casarejos,Castilla y León
Castilfrío de la Sierra,Castilla y León
Castilruiz,Castilla y León
Castillejo de Robledo,Castilla y León
